UNG	"carbetocin,0.95979"	"glibenclamide,0.95756"	"NF-449,0.94434"	"PD-158780,0.94188"	"ARG-CSC-91,0.94019"	"alda-1,0.93482"	"7-nitroindazole,0.93206"	"RS-I-002-6,0.91642"	"ivachtin,0.91352"	"BRD-K56196992,0.90973"	"oligomycin-a,0.9073"	"curcumin,0.9073"	"JTE-907,0.90582"	"CI-976,0.90531"	"IRL-2500,0.9025"	"PD-98059,0.90077"	"CHEMBL-1222381,0.89955"	"BRD-A09984573,0.89755"	"BRD-K76236182,0.89405"	"ASN-05257430,0.89339"
SPRED2	"AICA-ribonucleotide,0.98326"	"AR-C133057XX,0.98288"	"alda-1,0.97965"	"BRD-K19922318,0.97919"	"PT-630,0.97675"	"BMS-641988,0.97435"	"AC-55649,0.97136"	"rilmenidine,0.96567"	"fluoropyruvate,0.9623"	"FK-866,0.95994"	"lenalidomide,0.95655"	"BRD-K45355657,0.95619"	"BRD-A96272097,0.94655"	"zileuton,0.94629"	"verapamil,0.93851"	"temozolomide,0.93706"	"SJ-172550,0.93649"	"prostaglandin-a1,0.93543"	"carbinoxamine,0.93241"	"carbamazepine,0.92653"
SPRY1	"MD-II-008-P,0.94462"	"avicin-g,0.94122"	"enzastaurin,0.92645"	"tretinoin,0.92443"	"SJ-172550,0.92196"	"parthenolide,0.92094"	"THZ-2-98-01,0.91392"	"piperlongumine,0.91225"	"oxetane,0.91133"	"avicin-d,0.90683"	"HG-5-113-01,0.90055"	"elesclomol,0.8956"	"tamoxifen,0.89548"	"BMS-641988,0.88756"	"BRD-K82092559,0.88749"	"penfluridol,0.8869"	"U0126,0.88463"	"AC-55649,0.88453"	"HG-6-64-01,0.88393"	"BG-FA-0953,0.88346"
SPRY4	"BRD-K85051645,0.95253"	"BRD-K51377689,0.95034"	"BRD-A41114263,0.94895"	"fluoropyruvate,0.94651"	"BMS-641988,0.94315"	"RAN-07,0.94196"	"BRD-K92980438,0.94026"	"lenalidomide,0.93723"	"SA-423131,0.93521"	"BRD-K37724988,0.93437"	"TGX-221,0.93255"	"STO-609,0.9313"	"AS-605240,0.93087"	"retinol,0.93048"	"CI-976,0.92706"	"BRD-K99381377,0.92436"	"amoxapine,0.92099"	"BRD-K96167523,0.91747"	"BRD-K76236182,0.91537"	"PD-0325901,0.91442"
SPTAN1	"oxetane,0.97587"	"I-070759,0.96685"	"CGK-733,0.96323"	"NSC-632839,0.95551"	"BRD-K05153001,0.95127"	"tyrphostin-A9,0.94553"	"BRD-U86222656,0.94247"	"BRD-K18163752,0.93973"	"K784-3188,0.93918"	"VU-0418946-1,0.93865"	"BRD-K70161581,0.9376"	"NSC-632839,0.93698"	"BRD-A47816767,0.93575"	"cucurbitacin-i,0.93484"	"AG-592,0.93456"	"manumycin-a,0.93244"	"KU-C104337,0.93239"	"digoxin,0.93234"	"VU-0418947-2,0.93145"	"BRD-A43155244,0.93075"
SPTLC1	"staurosporine,0.98654"	"5-iodotubercidin,0.97257"	"BRD-K26304855,0.97183"	"oxetane,0.96582"	"dactinomycin,0.95831"	"homoharringtonine,0.95458"	"ER-27319,0.94979"	"staurosporine,0.94955"	"WZ-3105,0.94822"	"PP-1,0.945"	"CGP-60474,0.94471"	"KUC111774N,0.94378"	"avicin-g,0.94259"	"CD-1530,0.94083"	"BRD-K62459624,0.94038"	"AT-7519,0.9387"	"BRD-K79222491,0.9366"	"cefixime,0.93295"	"JNK-9L,0.93078"	"dactinomycin,0.93069"
SPTLC2	"oxetane,0.96436"	"CHEMBL-399379,0.95906"	"lestaurtinib,0.93623"	"BMS-536924,0.93096"	"vemurafenib,0.93048"	"MD-II-008-P,0.92916"	"DG-041,0.92771"	"CP466722,0.92645"	"SID-26681509,0.92601"	"selamectin,0.92098"	"BIBR-1532,0.91887"	"loperamide,0.91712"	"AZD-7762,0.91631"	"PP-110,0.91581"	"staurosporine,0.91562"	"PF-750,0.91422"	"tivozanib,0.9109"	"BRD-K43069600,0.90868"	"calmidazolium,0.90652"	"CD-1530,0.90597"
SQRDL	"digoxin,0.95502"	"ON-01910,0.95467"	"HC-toxin,0.95293"	"ouabain,0.95281"	"bufalin,0.94254"	"digoxin,0.93854"	"strophanthidin,0.93619"	"proscillaridin,0.93545"	"THM-I-94,0.93155"	"WT-171,0.9298"	"merck-ketone,0.92926"	"trichostatin-a,0.92351"	"trichostatin-a,0.92321"	"KM-00927,0.92129"	"digitoxigenin,0.91969"	"digitoxin,0.91386"	"phorbol-12-myristate-13-acetate,0.91266"	"cinobufagin,0.91222"	"BRD-K43226598,0.90968"	"chaetocin,0.90965"
SQSTM1	"etoposide,0.95106"	"emetine,0.94146"	"BRD-K55896799,0.93082"	"PD-158780,0.92954"	"cymarin,0.92494"	"homoharringtonine,0.92396"	"cytochalasin-b,0.92274"	"midostaurin,0.91705"	"selumetinib,0.9168"	"tetrindole,0.91175"	"AS-605240,0.90947"	"phorbol-12-myristate-13-acetate,0.90675"	"LFM-A13,0.90389"	"strophanthidin,0.89891"	"bufalin,0.89778"	"BRD-K05153001,0.89596"	"valdecoxib,0.89558"	"cytochalasin-d,0.88984"	"BRD-K48803730,0.88845"	"disulfiram,0.8865"
SRC	"HG-6-64-01,0.9687"	"oxetane,0.96752"	"BRD-A37735495,0.96374"	"malonoben,0.9628"	"amsacrine,0.96099"	"penfluridol,0.95958"	"avicin-g,0.95947"	"BRD-K73008154,0.95672"	"nutlin-3,0.95613"	"paroxetine,0.95147"	"niclosamide,0.95102"	"BRD-K05153001,0.95066"	"BMS-754807,0.95021"	"IKK-16,0.94951"	"FCCP,0.949"	"rhodomyrtoxin-b,0.94375"	"BMS-536924,0.94364"	"niguldipine,0.94263"	"teniposide,0.94169"	"AS-605240,0.94161"
SRD5A1	"BRD-K80786583,0.94705"	"BRD-K92317137,0.93166"	"disulfiram,0.93047"	"BRD-K24156250,0.92736"	"BRD-A09984573,0.92602"	"elesclomol,0.91445"	"BRD-K52321331,0.91409"	"tubastatin-a,0.91104"	"AG-592,0.90634"	"BRD-K80094086,0.90578"	"BRD-K88198340,0.90526"	"necrostatin-1,0.90336"	"WYE-354,0.89796"	"wortmannin,0.89238"	"BRD-K14027855,0.89149"	"STO-609,0.89027"	"skatole,0.88877"	"protriptyline,0.8874"	"BRD-K45205755,0.88458"	"CGS-15943,0.88045"
SREBF1	"SB-525334,0.95888"	"alda-1,0.95015"	"amcinonide,0.93314"	"oligomycin-a,0.92548"	"LFM-A13,0.92362"	"fluoropyruvate,0.90775"	"BRD-K16956545,0.90012"	"ON-01910,0.89793"	"3-amino-benzamide,0.89301"	"SJ-172550,0.893"	"ST-4049616,0.89294"	"dexamethasone,0.88803"	"cyanoquinoline-11,0.88668"	"STK-721917,0.88108"	"prostaglandin-a1,0.87517"	"BRD-K11671649,0.87412"	"necrostatin-1,0.87289"	"naftidrofuryl,0.87212"	"zileuton,0.86956"	"BRD-K45355657,0.86839"
SREBF2	"cytochalasin-b,0.97238"	"staurosporine,0.95629"	"BRD-K29140223,0.95282"	"BRD-K55896799,0.94662"	"QL-X-138,0.94655"	"BMS-536924,0.94472"	"BMS-754807,0.94428"	"PP-110,0.93533"	"oxetane,0.93271"	"mosapride,0.92944"	"reversine,0.92512"	"cephaeline,0.92466"	"homoharringtonine,0.92394"	"BRD-K83620635,0.91939"	"TGX-115,0.91495"	"mocetinostat,0.9098"	"torin-2,0.90837"	"verrucarin-a,0.908"	"cucurbitacin-i,0.90118"	"QL-XII-47,0.89763"
SRF	"prostratin,0.97306"	"nocodazole,0.97245"	"ON-01910,0.9642"	"valproic-acid,0.96334"	"CYT-997,0.96263"	"BRD-A05680309,0.96196"	"phenacetin,0.95401"	"vincristine,0.94544"	"phorbol-12-myristate-13-acetate,0.94496"	"VU-0365117-1,0.9442"	"KF-38789,0.94234"	"alda-1,0.93973"	"BRD-K80786583,0.93868"	"vinorelbine,0.93673"	"ABT-751,0.93509"	"ALW-II-49-7,0.93488"	"milrinone,0.93415"	"tyrphostin-1,0.93042"	"vincristine,0.93028"	"ingenol,0.93025"
SRGAP2	"oligomycin-a,0.96167"	"AICA-ribonucleotide,0.9605"	"gefitinib,0.95959"	"rilmenidine,0.9569"	"LFM-A13,0.95303"	"curcumin,0.95114"	"AC-55649,0.94366"	"alda-1,0.94324"	"rolipram,0.94131"	"fluoropyruvate,0.94107"	"resveratrol,0.94087"	"verapamil,0.93322"	"clonidine,0.93272"	"evodiamine,0.93067"	"17-hydroxyprogesterone-caproate,0.92918"	"piperidolate,0.92735"	"lenalidomide,0.92621"	"glibenclamide,0.92356"	"darinaparsin,0.91564"	"orteronel,0.915"
SRM	"NSC-632839,0.9777"	"BRD-K28366633,0.97294"	"BRD-K77547920,0.96528"	"alvespimycin,0.96521"	"salermide,0.96465"	"SA-25547,0.96447"	"SA-792987,0.96167"	"NSC-3852,0.96009"	"BRD-K44366801,0.95532"	"niclosamide,0.95446"	"BRD-K28916077,0.95416"	"cucurbitacin-i,0.95368"	"IKK-2-inhibitor-V,0.95361"	"oxetane,0.94997"	"cucurbitacin-i,0.94814"	"YM-155,0.94674"	"vinblastine,0.94572"	"bithionol,0.94382"	"VU-0418933-1,0.94373"	"FCCP,0.94298"
SRP14	"BMS-754807,0.97279"	"avicin-d,0.96716"	"selamectin,0.93879"	"BRD-K70161581,0.93647"	"BRD-A18725729,0.9349"	"homoharringtonine,0.92917"	"avicin-g,0.92327"	"TW-37,0.92325"	"emetine,0.91844"	"amsacrine,0.91545"	"prostratin,0.91461"	"VU-0418947-2,0.91332"	"BRD-K86574132,0.91241"	"YM-155,0.91227"	"IKK-16,0.90731"	"BRD-K49630153,0.90207"	"BRD-K44366801,0.90157"	"etoposide,0.90068"	"atorvastatin,0.90035"	"BRD-K73261812,0.89632"
SRPK1	"BRD-K80786583,0.97057"	"ST-4028268,0.95233"	"BRD-K19166598,0.92866"	"lonidamine,0.92779"	"BRD-K62970326,0.92324"	"GDC-0879,0.92124"	"prostaglandin-a1,0.91208"	"MD-049,0.91193"	"NPI-2358,0.90597"	"diclofenac,0.90569"	"brefeldin-a,0.90246"	"BRD-K05452595,0.89938"	"vanoxerine,0.89868"	"sirolimus,0.8913"	"BRD-K18163752,0.89009"	"MG-132,0.88941"	"WZ-7043,0.88815"	"erastin,0.88702"	"ALW-II-49-7,0.88576"	"ursolic-acid,0.88484"
SRPRB	"amsacrine,0.95682"	"phorbol-12-myristate-13-acetate,0.95034"	"ouabain,0.95029"	"etoposide,0.94509"	"cinobufagin,0.93504"	"cymarin,0.93114"	"SA-25547,0.92563"	"cycloheximide,0.92102"	"idarubicin,0.92085"	"VU-0418946-1,0.91882"	"BRD-K68548958,0.91749"	"narciclasine,0.91489"	"oxetane,0.91453"	"mitomycin-c,0.91438"	"digoxin,0.91333"	"strophanthidin,0.91307"	"MD-II-051,0.91103"	"digitoxin,0.91082"	"anisomycin,0.91056"	"BD-1063,0.90816"
SRRM1	"afatinib,0.97677"	"DL-PDMP,0.95278"	"BRD-U86222656,0.94729"	"tubastatin-a,0.93512"	"CHEMBL-1222381,0.93452"	"amsacrine,0.93156"	"BRD-K18595892,0.93136"	"BRD-A68065211,0.92731"	"neratinib,0.92452"	"pitavastatin,0.92362"	"niguldipine,0.92138"	"CGP-71683,0.92123"	"BO2-inhibits-RAD51,0.92086"	"ZM-447439,0.91677"	"lylamine,0.91645"	"MD-049,0.9158"	"daunorubicin,0.91306"	"BRD-A37735495,0.91266"	"berbamine,0.91046"	"BRD-K44366801,0.90979"
SRRT	"anisomycin,0.98471"	"homoharringtonine,0.97968"	"homoharringtonine,0.97755"	"narciclasine,0.97513"	"strophanthidin,0.9664"	"digitoxin,0.96246"	"oxetane,0.9602"	"cercosporin,0.95776"	"NSC-632839,0.95508"	"ST-4029573,0.95328"	"BRD-A93942655,0.95276"	"QL-XII-47,0.95018"	"CD-1530,0.94765"	"emetine,0.94752"	"verrucarin-a,0.9474"	"NSC-3852,0.94653"	"avrainvillamide-analog-6,0.94559"	"STK-249718,0.94482"	"cinobufagin,0.9437"	"STK-397047,0.94326"
SRSF2	"ivachtin,0.97327"	"curcumin,0.96854"	"thiotepa,0.96369"	"BRD-K70161581,0.9551"	"ellipticine,0.95287"	"BRD-K00313977,0.9487"	"verapamil,0.94532"	"sulforaphane,0.93898"	"serdemetan,0.93226"	"parthenolide,0.91973"	"pyrrolidine-dithiocarbamate,0.90875"	"cytochalasin-b,0.90851"	"QS-11,0.9044"	"BRD-K61053657,0.9031"	"BRD-K59470558,0.90222"	"BRD-K19724398,0.90057"	"JLK-6,0.89973"	"BRD-K38625260,0.89557"	"mirin,0.89036"	"TW-37,0.88998"
SRSF3	"BRD-K19166598,0.99192"	"brefeldin-a,0.99115"	"I-070759,0.99077"	"rhodomyrtoxin-b,0.98841"	"BRD-K60870698,0.98833"	"BRD-K80786583,0.98651"	"cucurbitacin-i,0.98478"	"BRD-K08448573,0.98319"	"BRD-K18163752,0.98009"	"RO-28-1675,0.979"	"BRD-K78385490,0.97708"	"DG-041,0.97549"	"NSC-632839,0.97149"	"tyrphostin-A9,0.97142"	"BRD-K73008154,0.97036"	"BRD-K44366801,0.97022"	"BRD-K24156250,0.96959"	"BRD-A40431293,0.96913"	"BRD-K28366633,0.9683"	"BRD-K77547920,0.96742"
SRSF4	"minoxidil,0.92586"	"biperiden,0.92392"	"oxetane,0.92298"	"pidorubicine,0.91603"	"amodiaquine,0.91518"	"forskolin,0.90941"	"BRD-K15640888,0.90652"	"pregnenolone,0.9047"	"CGP-60474,0.90086"	"5-iodotubercidin,0.89731"	"BRD-K85275009,0.89646"	"staurosporine,0.89634"	"Ro-04-6790,0.88729"	"camptothecin,0.88625"	"OBAA,0.88442"	"M-3M3FBS,0.87804"	"BRD-K84924563,0.87651"	"aloisine,0.87023"	"SB-218078,0.86973"	"THZ-2-98-01,0.86891"
SRSF8	"dacinostat,0.97136"	"selumetinib,0.94236"	"NCH-51,0.93715"	"AS-605240,0.93614"	"ingenol,0.93479"	"HC-toxin,0.93126"	"KM-00927,0.92818"	"BRD-K75081836,0.9243"	"homoharringtonine,0.92371"	"HG-5-88-01,0.92182"	"TG-101348,0.92147"	"BRD-K04156788,0.92002"	"palbociclib,0.91987"	"prostratin,0.91196"	"BRD-K49094915,0.90325"	"trichostatin-a,0.90187"	"MK-2206,0.90183"	"BRD-K52321331,0.90043"	"trichostatin-a,0.89929"	"triciribine,0.89436"
SS18L1	"amsacrine,0.97103"	"teniposide,0.96321"	"anisomycin,0.96268"	"BRD-K68548958,0.96219"	"cephaeline,0.96193"	"homoharringtonine,0.96122"	"narciclasine,0.95405"	"BRD-K05153001,0.95018"	"etoposide,0.94481"	"mitomycin-c,0.9424"	"KU-0063794,0.94076"	"emetine,0.93618"	"homoharringtonine,0.93212"	"KUC111774N,0.93145"	"BRD-K30351863,0.92191"	"NSC-3852,0.92055"	"avicin-d,0.92047"	"verrucarin-a,0.91801"	"emetine,0.91538"	"etoposide,0.91256"
SSB	"JNJ-7706621,0.98476"	"5-iodotubercidin,0.97202"	"oxetane,0.95201"	"avicin-g,0.95184"	"brefeldin-a,0.95022"	"IKK-inhibitor-X,0.94915"	"amsacrine,0.94869"	"KUC111774N,0.94806"	"BRD-K83670234,0.94635"	"daunorubicin,0.94296"	"EI-231,0.93549"	"maackiain,0.93493"	"acyclovir,0.93149"	"BRD-K59036917,0.92939"	"pirarubicin,0.92811"	"mitomycin-c,0.92242"	"mocetinostat,0.9221"	"staurosporine,0.9204"	"thiostrepton,0.91241"	"BRD-K84203638,0.91146"
SSBP2	"KU-C104493,0.94348"	"PD-0325901,0.93912"	"1,2-dichlorobenzene,0.92422"	"oxetane,0.89394"	"erythrosine,0.89244"	"BRD-K62459624,0.88614"	"avicin-d,0.88548"	"CI-976,0.88467"	"pitavastatin,0.87525"	"atorvastatin,0.8733"	"BRD-K68313733,0.86604"	"BRD-K76236182,0.86423"	"brefeldin-a,0.85829"	"GW-405833,0.85462"	"SKF-81297,0.8511"	"aminopurvalanol-a,0.85029"	"clopidogrel,0.84848"	"RO-28-1675,0.84804"	"TL-HRAS-24,0.84711"	"vinpocetine,0.84622"
SSX2	"LFM-A13,0.99218"	"BRD-A70591769,0.97668"	"carbetocin,0.96533"	"ivachtin,0.95333"	"EI-247,0.9524"	"alda-1,0.94986"	"loxapine,0.94862"	"thiotepa,0.94664"	"fluoropyruvate,0.93949"	"AR-C133057XX,0.93491"	"L-693403,0.93304"	"BRD-K19922318,0.93216"	"felbamate,0.93121"	"BRD-K45114207,0.92999"	"KU-C104123,0.92891"	"altanserin,0.92879"	"BRD-K00859168,0.92516"	"BRD-K61001510,0.9248"	"BRD-A41114263,0.92299"	"ergometrine,0.92265"
ST3GAL5	"oxetane,0.9759"	"calpeptin,0.95721"	"fasudil,0.94743"	"danusertib,0.94138"	"avicin-g,0.94124"	"GSK-461364,0.9399"	"thiotepa,0.93192"	"L-701252,0.92192"	"eicosatetraynoic-acid,0.91779"	"hydroxyl,0.91751"	"piretanide,0.91622"	"ispinesib,0.91593"	"BRD-K83620635,0.9107"	"lovastatin,0.90883"	"fostamatinib,0.90829"	"desloratadine,0.90538"	"KB-R7943,0.90192"	"KU-0063794,0.89823"	"phenanthridone,0.8977"	"D-64406,0.89416"
ST6GALNAC2	"enzastaurin,0.96129"	"STAT3-inhibitor-VI,0.95311"	"LFM-A13,0.95064"	"BRD-K28100108,0.94323"	"FK-866,0.93358"	"IKK-inhibitor-X,0.93289"	"rilmenidine,0.93068"	"BRD-A85891951,0.92847"	"BRD-K62970326,0.92537"	"TW-37,0.92392"	"AICA-ribonucleotide,0.92282"	"BMS-641988,0.92276"	"BRD-K04779531,0.92274"	"fluoropyruvate,0.92168"	"alda-1,0.9169"	"carbetocin,0.91552"	"phenacetin,0.91537"	"BL-050,0.91447"	"veliparib,0.9129"	"BRD-K89329876,0.91283"
ST7	"oxetane,0.9722"	"camptothecin,0.96861"	"avicin-g,0.94903"	"staurosporine,0.93449"	"BRD-K62459624,0.92651"	"COL-3,0.92507"	"MD-II-008-P,0.92095"	"EMF-bca1-16,0.91731"	"BI-2536,0.91579"	"JNJ-7706621,0.90995"	"PD-0325901,0.90741"	"bisindolylmaleimide-ix,0.90371"	"BRD-U86222656,0.90116"	"BRD-A18411371,0.90012"	"dasatinib,0.89472"	"epoxycholesterol,0.89395"	"amsacrine,0.89345"	"TG-101348,0.89205"	"aminopurvalanol-a,0.8916"	"manumycin-a,0.89159"
STAM	"avicin-d,0.92474"	"afatinib,0.92421"	"PI-828,0.92265"	"CD-1530,0.91909"	"thiothixene,0.90929"	"avicin-g,0.90224"	"BRD-K58479490,0.90191"	"IKK-inhibitor-X,0.90022"	"fasudil,0.8953"	"BRD-K35716340,0.89371"	"lylamine,0.88607"	"PP-110,0.88367"	"mifepristone,0.8815"	"wortmannin,0.877"	"RS-17053,0.87591"	"wortmannin,0.87105"	"ispinesib,0.86832"	"BG-FA-0953,0.86789"	"acitretin,0.86767"	"oxetane,0.86614"
STAM2	"BRD-K49010888,0.97624"	"pitavastatin,0.97442"	"phorbol-12-myristate-13-acetate,0.9533"	"purvalanol-a,0.95305"	"BRD-K73008154,0.94824"	"BRD-K21064560,0.94113"	"tyrphostin-A9,0.94057"	"dactinomycin,0.93912"	"BRD-K55116708,0.93428"	"brefeldin-a,0.92903"	"dephostatin,0.92252"	"BRD-K18163752,0.92122"	"BRD-K05153001,0.92116"	"5-iodotubercidin,0.91973"	"cucurbitacin-i,0.91958"	"BRD-K60870698,0.91925"	"I-070759,0.91657"	"pidorubicine,0.91127"	"VU-0418946-1,0.90922"	"pirarubicin,0.90593"
STAMBP	"palbociclib,0.96064"	"AS-605240,0.95032"	"selumetinib,0.94043"	"KB-R7943,0.93718"	"RS-17053,0.93118"	"wortmannin,0.9288"	"BRD-K76236182,0.92794"	"FU-JMBII105B,0.92484"	"SB-216641,0.91739"	"cephaeline,0.91547"	"GR-55562,0.91488"	"salmeterol,0.91237"	"lasalocid,0.91064"	"T-98475,0.91063"	"HG-5-88-01,0.90793"	"BRD-K10010115,0.90661"	"iodophenpropit,0.90287"	"CAY-10594,0.89875"	"BRD-A37735495,0.89864"	"XMD-16144,0.89831"
STAP2	"KUC111774N,0.90878"	"olaparib,0.90354"	"triciribine,0.90308"	"tert-butylhydroquinone,0.8969"	"BRD-A83993876,0.89614"	"picrotoxin,0.88236"	"avrainvillamide-analog-1,0.87337"	"BRD-K35716340,0.87258"	"hypericin,0.84634"	"bisacodyl,0.84461"	"AKT-inhibitor-1-2,0.84193"	"GTP-14564,0.83905"	"tamoxifen,0.83296"	"HLI-373,0.83228"	"BRD-K05649647,0.81863"	"dephostatin,0.81559"	"avicin-g,0.8119"	"DG-041,0.81149"	"indolophenanthridine,0.80596"	"cymarin,0.80209"
STAT2	"alda-1,0.95577"	"XMD-1185H,0.9261"	"IKK-inhibitor-X,0.91896"	"glibenclamide,0.91574"	"rucaparib,0.91367"	"vincristine,0.90603"	"prostaglandin-a1,0.90421"	"BRD-K59460069,0.88983"	"EX-527,0.88585"	"fluticasone,0.88391"	"lonidamine,0.88179"	"BRD-K29715937,0.87361"	"BRD-K83194053,0.87144"	"GSK-2334470,0.87068"	"chlortalidone,0.86679"	"dephostatin,0.85831"	"acitretin,0.85619"	"4-hydroxyretinoic-acid,0.85028"	"vinorelbine,0.84998"	"BRD-A09984573,0.84829"
STAT3	"cercosporin,0.98111"	"brefeldin-a,0.96148"	"BRD-K05153001,0.94936"	"avrainvillamide-analog-4,0.939"	"suloctidil,0.93729"	"BRD-K44366801,0.93694"	"digoxigenin,0.93594"	"GP-42,0.93372"	"SA-3676,0.9309"	"BRD-K06765193,0.93037"	"SID-26681509,0.92759"	"JNJ-7706621,0.92644"	"BRD-K83670234,0.92554"	"BG-FA-0953,0.92471"	"niclosamide,0.92357"	"RS-I-002-6,0.92224"	"SB-218078,0.92192"	"piperidolate,0.9194"	"ryuvidine,0.91881"	"15-delta-prostaglandin-j2,0.91807"
STAT4	"parthenolide,0.94212"	"BRD-K24346336,0.93637"	"glibenclamide,0.92585"	"BRD-A93015352,0.91945"	"orteronel,0.91839"	"KF-38789,0.91771"	"amsacrine,0.9139"	"BO2-inhibits-RAD51,0.90681"	"BRD-K88198340,0.89873"	"vinorelbine,0.89869"	"BRD-K95606637,0.8974"	"CVF-SUMO-7,0.89584"	"BRD-K33586157,0.89276"	"MD-049,0.89095"	"BRD-K23673040,0.89066"	"BRD-K62970326,0.89044"	"MLN-4924,0.89033"	"auranofin,0.89005"	"sappanone-a,0.88834"	"BRD-K40758391,0.88822"
STAT5A	"brefeldin-a,0.96547"	"BRD-K43226598,0.96007"	"pidorubicine,0.95347"	"cyclopiazonic-acid,0.95295"	"BRD-K71935468,0.95189"	"cyclosporin-a,0.94916"	"MD-II-008-P,0.94528"	"JAK3-inhibitor-VI,0.94357"	"I-070759,0.94255"	"brefeldin-a,0.93492"	"malonoben,0.93475"	"CAY-10594,0.93442"	"BRD-K19166598,0.92792"	"ZM-336372,0.92505"	"cyclosporin-a,0.92418"	"BRD-K61776140,0.92411"	"IKK-16,0.92361"	"BRD-K19181733,0.91588"	"AG-879,0.91322"	"trichostatin-a,0.91046"
STAT5B	"BRD-K80786583,0.96656"	"tetrindole,0.95357"	"BJM-CSC-15,0.95272"	"BRD-K58479490,0.94597"	"IKK-2-inhibitor-V,0.945"	"calyculin,0.94386"	"cucurbitacin-i,0.93927"	"tosedostat,0.93458"	"BRD-K78133682,0.92909"	"salermide,0.92712"	"digitoxigenin,0.91891"	"BRD-K62970326,0.91727"	"tyrphostin-A9,0.91366"	"podophyllotoxin,0.90846"	"obatoclax,0.90708"	"FCCP,0.90545"	"BRD-K96433222,0.90501"	"niclosamide,0.90363"	"rhodomyrtoxin-b,0.90336"	"pifithrin-mu,0.90175"
STAT6	"afatinib,0.96427"	"cucurbitacin-i,0.95194"	"HC-toxin,0.94659"	"trichostatin-a,0.93987"	"SN-38,0.93761"	"trichostatin-a,0.93379"	"danusertib,0.92922"	"THM-I-94,0.92666"	"BRD-K18711687,0.92333"	"aminopurvalanol-a,0.92243"	"parthenolide,0.92171"	"BRD-K01614657,0.91947"	"tetrindole,0.9183"	"K784-3188,0.91643"	"pyrvinium-pamoate,0.91556"	"BRD-K80786583,0.91255"	"BRD-K19166598,0.91125"	"BRD-K76236182,0.91124"	"GR-127935,0.90875"	"prostratin,0.90836"
STIL	"HTMT,0.98128"	"oxetane,0.96949"	"BRD-K19166598,0.9625"	"afatinib,0.95998"	"NNC-55-0396,0.95801"	"CP466722,0.95456"	"selumetinib,0.95455"	"lylamine,0.94527"	"cyclopiazonic-acid,0.94513"	"EMF-bca1-16,0.93798"	"avicin-g,0.93483"	"AZD-7762,0.92983"	"RO-28-1675,0.92848"	"malonoben,0.92386"	"BRD-K05153001,0.92238"	"dasatinib,0.9212"	"homoharringtonine,0.91888"	"KUC111774N,0.91602"	"PP-110,0.91592"	"BRD-A68065211,0.91542"
STK10	"altrenogest,0.95685"	"ABT-751,0.94984"	"BRD-K61053657,0.94056"	"F-1566-0341,0.93718"	"BRD-K11671649,0.92665"	"BRD-K82732294,0.92588"	"estradiol-benzoate,0.92358"	"BRD-K62970326,0.92332"	"CA-074-Me,0.92297"	"ouabain,0.91927"	"BMS-641988,0.91392"	"LFM-A13,0.91367"	"RS-I-002-6,0.91146"	"BRD-K80786583,0.90736"	"WZ-3146,0.9061"	"iodophenpropit,0.90438"	"EMF-bca1-16,0.90048"	"orteronel,0.90014"	"prostratin,0.89926"	"SU-11274,0.89909"
STK11	"fludroxycortide,0.96386"	"lenalidomide,0.95463"	"rolipram,0.94994"	"fluoropyruvate,0.9415"	"BRD-K18953385,0.93691"	"saracatinib,0.93297"	"CAY-10577,0.92995"	"ipratropium,0.92869"	"EI-247,0.92704"	"PT-630,0.92238"	"alda-1,0.92145"	"iodophenpropit,0.90683"	"tamoxifen,0.89803"	"BRD-K79947405,0.89531"	"forskolin,0.89293"	"MW-A1-14,0.89254"	"forskolin,0.89215"	"HO-013,0.88871"	"dexamethasone,0.88858"	"NF-449,0.88712"
STK16	"BRD-K68548958,0.94881"	"wortmannin,0.93924"	"RS-I-002-6,0.93333"	"BRD-K07061353,0.933"	"MLN-2238,0.927"	"rhodomyrtoxin-b,0.92353"	"homoharringtonine,0.91941"	"tyrphostin-A9,0.91913"	"daunorubicin,0.91904"	"alvocidib,0.91225"	"SU-11652,0.90802"	"BRD-K01614657,0.90607"	"emetine,0.90601"	"WYE-125132,0.90557"	"KM-00927,0.90277"	"pidorubicine,0.90261"	"cephaeline,0.90251"	"HC-toxin,0.90211"	"anisomycin,0.89961"	"valdecoxib,0.89599"
STK17A	"CYT-997,0.96925"	"AS-605240,0.94297"	"cytosporone-b,0.93878"	"BRD-A47714657,0.92963"	"calpeptin,0.9235"	"APO-866,0.92112"	"pindolol,0.91854"	"zileuton,0.91023"	"IKK-inhibitor-X,0.90657"	"tyrphostin-1,0.90487"	"ABT-751,0.90444"	"SB-590885,0.90217"	"SJ-172550,0.90176"	"CI-976,0.90079"	"GSK-3-inhibitor-II,0.90033"	"ON-01910,0.8973"	"FU-JMBII127B,0.89426"	"losartan,0.89392"	"guggulsterone,0.89156"	"fluoropyruvate,0.88891"
